document_name,author,words
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'rang', 'again', 'and', 'again', 'with', 'the', 'same', 'result']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Then', 'I', 'came', 'to', 'the', 'conclusion', 'that', 'the', 'bell', 'was', 'out', 'of', 'order']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'huddled', 'on', 'my', 'clothes', 'and', 'hurried', 'downstairs', 'in', 'an', 'exceedingly', 'bad', 'temper', 'to', 'order', 'some', 'hot', 'water']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['You', 'can', 'imagine', 'my', 'surprise', 'when', 'I', 'found', 'that', 'there', 'was', 'no', 'one', 'there']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'shouted', 'in', 'the', 'hall']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['There', 'was', 'no', 'answer']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Then', 'I', 'ran', 'from', 'room', 'to', 'room']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['All', 'were', 'deserted']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['My', 'host', 'had', 'shown', 'me', 'which', 'was', 'his', 'bedroom', 'the', 'night', 'before', 'so', 'I', 'knocked', 'at', 'the', 'door']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['No', 'reply']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'turned', 'the', 'handle', 'and', 'walked', 'in']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['The', 'room', 'was', 'empty', 'and', 'the', 'bed', 'had', 'never', 'been', 'slept', 'in']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['He', 'had', 'gone', 'with', 'the', 'rest']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['The', 'foreign', 'host', 'the', 'foreign', 'footman', 'the', 'foreign', 'cook', 'all', 'had', 'vanished', 'in', 'the', 'night']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['That', 'was', 'the', 'end', 'of', 'my', 'visit', 'to', 'Wisteria', 'Lodge', 'Sherlock', 'Holmes', 'was', 'rubbing', 'his', 'hands', 'and', 'chuckling', 'as', 'he', 'added', 'this', 'bizarre', 'incident', 'to', 'his', 'collection', 'of', 'strange', 'episodes']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Your', 'experience', 'is', 'so', 'far', 'as', 'I', 'know', 'perfectly', 'unique', 'said', 'he']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['May', 'I', 'ask', 'sir', 'what', 'you', 'did', 'then', 'I', 'was', 'furious']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['My', 'first', 'idea', 'was', 'that', 'I', 'had', 'been', 'the', 'victim', 'of', 'some', 'absurd', 'practical', 'joke']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'packed', 'my', 'things', 'banged', 'the', 'hall', 'door', 'behind', 'me', 'and', 'set', 'off', 'for', 'Esher', 'with', 'my', 'bag', 'in', 'my', 'hand']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'called', 'at', 'Allan', 'Brothers', 'the', 'chief', 'land', 'agents', 'in', 'the', 'village', 'and', 'found', 'that', 'it', 'was', 'from', 'this', 'firm', 'that', 'the', 'villa', 'had', 'been', 'rented']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'struck', 'me', 'that', 'the', 'whole', 'proceeding', 'could', 'hardly', 'be', 'for', 'the', 'purpose', 'of', 'making', 'a', 'fool', 'of', 'me', 'and', 'that', 'the', 'main', 'object', 'must', 'be', 'to', 'get', 'out', 'of', 'the', 'rent']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'is', 'late', 'in', 'March', 'so', 'quarter', 'day', 'is', 'at', 'hand']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['But', 'this', 'theory', 'would', 'not', 'work']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['The', 'agent', 'was', 'obliged', 'to', 'me', 'for', 'my', 'warning', 'but', 'told', 'me', 'that', 'the', 'rent', 'had', 'been', 'paid', 'in', 'advance']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Then', 'I', 'made', 'my', 'way', 'to', 'town', 'and', 'called', 'at', 'the', 'Spanish', 'embassy']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['The', 'man', 'was', 'unknown', 'there']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['After', 'this', 'I', 'went', 'to', 'see', 'Melville', 'at', 'whose', 'house', 'I', 'had', 'first', 'met', 'Garcia', 'but', 'I', 'found', 'that', 'he', 'really', 'knew', 'rather', 'less', 'about', 'him', 'than', 'I', 'did']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Finally', 'when', 'I', 'got', 'your', 'reply', 'to', 'my', 'wire', 'I', 'came', 'out', 'to', 'you', 'since', 'I', 'gather', 'that', 'you', 'are', 'a', 'person', 'who', 'gives', 'advice', 'in', 'difficult', 'cases']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['But', 'now', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Inspector', 'I', 'understand', 'from', 'what', 'you', 'said', 'when', 'you', 'entered', 'the', 'room', 'that', 'you', 'can', 'carry', 'the', 'story', 'on', 'and', 'that', 'some', 'tragedy', 'had', 'occurred']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'can', 'assure', 'you', 'that', 'every', 'word', 'I', 'have', 'said', 'is', 'the', 'truth', 'and', 'that', 'outside', 'of', 'what', 'I', 'have', 'told', 'you', 'I', 'know', 'absolutely', 'nothing', 'about', 'the', 'fate', 'of', 'this', 'man']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['My', 'only', 'desire', 'is', 'to', 'help', 'the', 'law', 'in', 'every', 'possible', 'way', 'I', 'am', 'sure', 'of', 'it', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Scott', 'Eccles', 'I', 'am', 'sure', 'of', 'it', 'said', 'Inspector', 'Gregson', 'in', 'a', 'very', 'amiable', 'tone']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'am', 'bound', 'to', 'say', 'that', 'everything', 'which', 'you', 'have', 'said', 'agrees', 'very', 'closely', 'with', 'the', 'facts', 'as', 'they', 'have', 'come', 'to', 'our', 'notice']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['For', 'example', 'there', 'was', 'that', 'note', 'which', 'arrived', 'during', 'dinner']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Did', 'you', 'chance', 'to', 'observe', 'what', 'became', 'of', 'it', 'Yes', 'I', 'did']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Garcia', 'rolled', 'it', 'up', 'and', 'threw', 'it', 'into', 'the', 'fire', 'What', 'do', 'you', 'say', 'to', 'that', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Baynes', 'The', 'country', 'detective', 'was', 'a', 'stout', 'puffy', 'red', 'man', 'whose', 'face', 'was', 'only', 'redeemed', 'from', 'grossness', 'by', 'two', 'extraordinarily', 'bright', 'eyes', 'almost', 'hidden', 'behind', 'the', 'heavy', 'creases', 'of', 'cheek', 'and', 'brow']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['With', 'a', 'slow', 'smile', 'he', 'drew', 'a', 'folded', 'and', 'discoloured', 'scrap', 'of', 'paper', 'from', 'his', 'pocket']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'was', 'a', 'dog', 'grate', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Holmes', 'and', 'he', 'overpitched', 'it']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'picked', 'this', 'out', 'unburned', 'from', 'the', 'back', 'of', 'it', 'Holmes', 'smiled', 'his', 'appreciation']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['You', 'must', 'have', 'examined', 'the', 'house', 'very', 'carefully', 'to', 'find', 'a', 'single', 'pellet', 'of', 'paper', 'I', 'did', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,['Holmes']
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 's', 'my', 'way']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Shall', 'I', 'read', 'it', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Gregson', 'The', 'Londoner', 'nodded']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['The', 'note', 'is', 'written', 'upon', 'ordinary', 'cream', 'laid', 'paper', 'without', 'watermark']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'is', 'a', 'quarter', 'sheet']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['The', 'paper', 'is', 'cut', 'off', 'in', 'two', 'snips', 'with', 'a', 'short', 'bladed', 'scissors']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'has', 'been', 'folded', 'over', 'three', 'times', 'and', 'sealed', 'with', 'purple', 'wax', 'put', 'on', 'hurriedly', 'and', 'pressed', 'down', 'with', 'some', 'flat', 'oval', 'object']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'is', 'addressed', 'to', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Garcia', 'Wisteria', 'Lodge']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'says', 'Our', 'own', 'colours', 'green', 'and', 'white']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Green', 'open', 'white', 'shut']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Main', 'stair', 'first', 'corridor', 'seventh', 'right', 'green', 'baize']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,['Godspeed']
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,['D']
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'is', 'a', 'woman', 's', 'writing', 'done', 'with', 'a', 'sharp', 'pointed', 'pen', 'but', 'the', 'address', 'is', 'either', 'done', 'with', 'another', 'pen', 'or', 'by', 'someone', 'else']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['It', 'is', 'thicker', 'and', 'bolder', 'as', 'you', 'see', 'A', 'very', 'remarkable', 'note', 'said', 'Holmes', 'glancing', 'it', 'over']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'must', 'compliment', 'you', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Baynes', 'upon', 'your', 'attention', 'to', 'detail', 'in', 'your', 'examination', 'of', 'it']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['A', 'few', 'trifling', 'points', 'might', 'perhaps', 'be', 'added']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['The', 'oval', 'seal', 'is', 'undoubtedly', 'a', 'plain', 'sleeve', 'link', 'what', 'else', 'is', 'of', 'such', 'a', 'shape']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['The', 'scissors', 'were', 'bent', 'nail', 'scissors']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Short', 'as', 'the', 'two', 'snips', 'are', 'you', 'can', 'distinctly', 'see', 'the', 'same', 'slight', 'curve', 'in', 'each', 'The', 'country', 'detective', 'chuckled']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'thought', 'I', 'had', 'squeezed', 'all', 'the', 'juice', 'out', 'of', 'it', 'but', 'I', 'see', 'there', 'was', 'a', 'little', 'over', 'he', 'said']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['I', 'm', 'bound', 'to', 'say', 'that', 'I', 'make', 'nothing', 'of', 'the', 'note', 'except', 'that', 'there', 'was', 'something', 'on', 'hand', 'and', 'that', 'a', 'woman', 'as', 'usual', 'was', 'at', 'the', 'bottom', 'of', 'it', 'Mr']"
His Last Bow An Epilogue of Sherlock Holmes,Arthur Conan Doyle,"['Scott', 'Eccles', 'had', 'fidgeted', 'in', 'his', 'seat', 'during', 'this', 'conversation']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Clair', 'had', 'been', 'deluded', 'when', 'with', 'a', 'cry', 'she', 'sprang', 'at', 'a', 'small', 'deal', 'box', 'which', 'lay', 'upon', 'the', 'table', 'and', 'tore', 'the', 'lid', 'from', 'it']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Out', 'there', 'fell', 'a', 'cascade', 'of', 'children', 's', 'bricks']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['It', 'was', 'the', 'toy', 'which', 'he', 'had', 'promised', 'to', 'bring', 'home']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['This', 'discovery', 'and', 'the', 'evident', 'confusion', 'which', 'the', 'cripple', 'showed', 'made', 'the', 'inspector', 'realise', 'that', 'the', 'matter', 'was', 'serious']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['The', 'rooms', 'were', 'carefully', 'examined', 'and', 'results', 'all', 'pointed', 'to', 'an', 'abominable', 'crime']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['The', 'front', 'room', 'was', 'plainly', 'furnished', 'as', 'a', 'sitting', 'room', 'and', 'led', 'into', 'a', 'small', 'bedroom', 'which', 'looked', 'out', 'upon', 'the', 'back', 'of', 'one', 'of', 'the', 'wharves']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Between', 'the', 'wharf', 'and', 'the', 'bedroom', 'window', 'is', 'a', 'narrow', 'strip', 'which', 'is', 'dry', 'at', 'low', 'tide', 'but', 'is', 'covered', 'at', 'high', 'tide', 'with', 'at', 'least', 'four', 'and', 'a', 'half', 'feet', 'of', 'water']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['The', 'bedroom', 'window', 'was', 'a', 'broad', 'one', 'and', 'opened', 'from', 'below']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['On', 'examination', 'traces', 'of', 'blood', 'were', 'to', 'be', 'seen', 'upon', 'the', 'windowsill', 'and', 'several', 'scattered', 'drops', 'were', 'visible', 'upon', 'the', 'wooden', 'floor', 'of', 'the', 'bedroom']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Thrust', 'away', 'behind', 'a', 'curtain', 'in', 'the', 'front', 'room', 'were', 'all', 'the', 'clothes', 'of', 'Mr']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Neville', 'St']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Clair', 'with', 'the', 'exception', 'of', 'his', 'coat']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['His', 'boots', 'his', 'socks', 'his', 'hat', 'and', 'his', 'watch', 'all', 'were', 'there']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['There', 'were', 'no', 'signs', 'of', 'violence', 'upon', 'any', 'of', 'these', 'garments', 'and', 'there', 'were', 'no', 'other', 'traces', 'of', 'Mr']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Neville', 'St']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,['Clair']
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Out', 'of', 'the', 'window', 'he', 'must', 'apparently', 'have', 'gone', 'for', 'no', 'other', 'exit', 'could', 'be', 'discovered', 'and', 'the', 'ominous', 'bloodstains', 'upon', 'the', 'sill', 'gave', 'little', 'promise', 'that', 'he', 'could', 'save', 'himself', 'by', 'swimming', 'for', 'the', 'tide', 'was', 'at', 'its', 'very', 'highest', 'at', 'the', 'moment', 'of', 'the', 'tragedy']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['And', 'now', 'as', 'to', 'the', 'villains', 'who', 'seemed', 'to', 'be', 'immediately', 'implicated', 'in', 'the', 'matter']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['The', 'Lascar', 'was', 'known', 'to', 'be', 'a', 'man', 'of', 'the', 'vilest', 'antecedents', 'but', 'as', 'by', 'Mrs']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,['St']
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Clair', 's', 'story', 'he', 'was', 'known', 'to', 'have', 'been', 'at', 'the', 'foot', 'of', 'the', 'stair', 'within', 'a', 'very', 'few', 'seconds', 'of', 'her', 'husband', 's', 'appearance', 'at', 'the', 'window', 'he', 'could', 'hardly', 'have', 'been', 'more', 'than', 'an', 'accessory', 'to', 'the', 'crime']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['His', 'defence', 'was', 'one', 'of', 'absolute', 'ignorance', 'and', 'he', 'protested', 'that', 'he', 'had', 'no', 'knowledge', 'as', 'to', 'the', 'doings', 'of', 'Hugh', 'Boone', 'his', 'lodger', 'and', 'that', 'he', 'could', 'not', 'account', 'in', 'any', 'way', 'for', 'the', 'presence', 'of', 'the', 'missing', 'gentleman', 's', 'clothes']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['So', 'much', 'for', 'the', 'Lascar', 'manager']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Now', 'for', 'the', 'sinister', 'cripple', 'who', 'lives', 'upon', 'the', 'second', 'floor', 'of', 'the', 'opium', 'den', 'and', 'who', 'was', 'certainly', 'the', 'last', 'human', 'being', 'whose', 'eyes', 'rested', 'upon', 'Neville', 'St']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,['Clair']
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['His', 'name', 'is', 'Hugh', 'Boone', 'and', 'his', 'hideous', 'face', 'is', 'one', 'which', 'is', 'familiar', 'to', 'every', 'man', 'who', 'goes', 'much', 'to', 'the', 'City']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['He', 'is', 'a', 'professional', 'beggar', 'though', 'in', 'order', 'to', 'avoid', 'the', 'police', 'regulations', 'he', 'pretends', 'to', 'a', 'small', 'trade', 'in', 'wax', 'vestas']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Some', 'little', 'distance', 'down', 'Threadneedle', 'Street', 'upon', 'the', 'left', 'hand', 'side', 'there', 'is', 'as', 'you', 'may', 'have', 'remarked', 'a', 'small', 'angle', 'in', 'the', 'wall']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Here', 'it', 'is', 'that', 'this', 'creature', 'takes', 'his', 'daily', 'seat', 'cross', 'legged', 'with', 'his', 'tiny', 'stock', 'of', 'matches', 'on', 'his', 'lap', 'and', 'as', 'he', 'is', 'a', 'piteous', 'spectacle', 'a', 'small', 'rain', 'of', 'charity', 'descends', 'into', 'the', 'greasy', 'leather', 'cap', 'which', 'lies', 'upon', 'the', 'pavement', 'beside', 'him']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['I', 'have', 'watched', 'the', 'fellow', 'more', 'than', 'once', 'before', 'ever', 'I', 'thought', 'of', 'making', 'his', 'professional', 'acquaintance', 'and', 'I', 'have', 'been', 'surprised', 'at', 'the', 'harvest', 'which', 'he', 'has', 'reaped', 'in', 'a', 'short', 'time']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['His', 'appearance', 'you', 'see', 'is', 'so', 'remarkable', 'that', 'no', 'one', 'can', 'pass', 'him', 'without', 'observing', 'him']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['A', 'shock', 'of', 'orange', 'hair', 'a', 'pale', 'face', 'disfigured', 'by', 'a', 'horrible', 'scar', 'which', 'by', 'its', 'contraction', 'has', 'turned', 'up', 'the', 'outer', 'edge', 'of', 'his', 'upper', 'lip', 'a', 'bulldog', 'chin', 'and', 'a', 'pair', 'of', 'very', 'penetrating', 'dark', 'eyes', 'which', 'present', 'a', 'singular', 'contrast', 'to', 'the', 'colour', 'of', 'his', 'hair', 'all', 'mark', 'him', 'out', 'from', 'amid', 'the', 'common', 'crowd', 'of', 'mendicants', 'and', 'so', 'too', 'does', 'his', 'wit', 'for', 'he', 'is', 'ever', 'ready', 'with', 'a', 'reply', 'to', 'any', 'piece', 'of', 'chaff', 'which', 'may', 'be', 'thrown', 'at', 'him', 'by', 'the', 'passers', 'by']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['This', 'is', 'the', 'man', 'whom', 'we', 'now', 'learn', 'to', 'have', 'been', 'the', 'lodger', 'at', 'the', 'opium', 'den', 'and', 'to', 'have', 'been', 'the', 'last', 'man', 'to', 'see', 'the', 'gentleman', 'of', 'whom', 'we', 'are', 'in', 'quest', 'But', 'a', 'cripple', 'said', 'I']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['What', 'could', 'he', 'have', 'done', 'single', 'handed', 'against', 'a', 'man', 'in', 'the', 'prime', 'of', 'life', 'He', 'is', 'a', 'cripple', 'in', 'the', 'sense', 'that', 'he', 'walks', 'with', 'a', 'limp', 'but', 'in', 'other', 'respects', 'he', 'appears', 'to', 'be', 'a', 'powerful', 'and', 'well', 'nurtured', 'man']"
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"['Surely', 'your', 'medical', 'experience', 'would', 'tell', 'you', 'Watson', 'that', 'weakness', 'in', 'one', 'limb', 'is', 'often', 'compensated', 'for', 'by', 'exceptional', 'strength', 'in', 'the', 'others', 'Pray', 'continue', 'your', 'narrative', 'Mrs']"
